url_length,https,dots,hyphen,at,digits,suspicious_words,ip_address,subdomains,path_length,query_length,special_chars,iframe,forms,label
57,0,5,7,1,10,3,1,6,29,21,13,3,5,1
42,1,2,0,0,1,0,0,2,13,5,1,0,0,0
40,1,1,1,0,3,1,0,2,8,6,2,0,0,0
26,1,1,0,0,0,0,0,1,1,5,3,1,2,0
48,1,1,1,0,0,0,0,2,17,9,3,0,2,0
49,1,1,0,0,1,0,0,1,8,7,3,0,2,0
15,1,3,1,0,2,1,0,2,3,3,0,0,2,0
104,0,6,4,2,12,7,1,2,63,56,6,5,1,1
35,1,2,1,0,3,0,0,2,12,10,1,1,0,0
153,1,6,4,0,15,3,1,2,62,47,4,4,6,1
135,1,8,4,2,2,6,1,3,75,32,15,4,3,1
105,0,6,1,2,11,8,1,3,14,57,11,1,7,1
44,1,1,0,0,3,0,0,1,6,8,0,0,1,0
34,1,2,0,0,1,1,0,2,1,7,3,0,1,0
18,1,3,1,0,3,1,0,1,10,6,0,1,0,0
153,0,3,2,2,15,5,0,5,66,33,7,1,7,1
49,1,2,1,0,0,0,0,1,13,5,0,0,1,0
23,1,3,1,0,1,1,0,1,18,6,2,1,0,0
28,1,1,0,0,3,0,0,1,13,0,3,1,2,0
118,1,6,2,0,9,8,1,2,80,8,3,4,8,1
156,0,6,4,2,8,3,1,3,31,32,14,1,2,1
150,0,8,1,1,14,8,0,5,27,51,7,4,6,1
71,0,6,7,2,9,8,1,6,66,25,6,4,6,1
44,1,1,0,0,0,1,0,2,12,8,1,1,2,0
22,1,1,1,0,3,1,0,1,20,7,1,1,1,0
30,1,2,0,0,3,0,0,2,17,5,1,1,1,0
142,1,4,2,0,8,4,1,5,44,35,14,1,6,1
35,1,2,0,0,1,0,0,2,0,4,2,0,2,0
34,1,2,1,0,3,1,0,2,6,10,3,1,0,0
31,1,1,1,0,0,0,0,2,8,6,2,0,2,0
118,1,8,8,1,5,7,1,5,32,36,5,1,4,1
18,1,2,1,0,3,1,0,2,2,4,0,1,2,0
153,1,3,2,0,10,7,0,6,75,20,14,5,4,1
69,0,4,2,0,7,4,0,4,21,27,8,3,2,1
38,1,3,1,0,1,1,0,1,5,1,1,1,2,0
95,0,3,6,1,8,6,1,2,19,18,11,1,5,1
87,1,10,3,2,15,3,0,3,18,26,8,2,6,1
94,1,8,5,2,10,8,0,6,26,43,4,6,7,1
27,1,2,1,0,1,1,0,2,18,6,1,1,0,0
127,0,5,7,1,15,4,1,2,77,45,13,4,3,1
155,1,5,1,1,7,6,0,2,19,59,12,2,1,1
41,1,2,0,0,3,1,0,2,14,9,2,1,2,0
19,1,1,1,0,2,1,0,2,8,8,1,1,2,0
55,1,2,0,0,2,1,0,2,4,0,3,1,1,0
148,0,9,6,2,4,3,0,2,34,23,13,3,6,1
60,0,6,5,2,5,2,1,4,10,13,12,6,5,1
19,1,1,1,0,1,0,0,2,17,9,0,1,0,0
16,1,1,1,0,3,1,0,1,4,10,1,1,0,0
59,1,2,0,0,3,0,0,1,17,10,2,1,0,0
171,0,3,7,2,13,8,0,2,32,50,11,2,4,1
47,1,1,1,0,0,1,0,2,20,9,0,1,2,0
127,1,3,7,0,10,4,0,5,43,32,10,5,8,1
55,1,5,7,1,14,4,0,4,12,40,8,3,8,1
42,1,1,0,0,2,0,0,2,8,9,3,0,1,0
111,1,4,1,1,13,3,0,4,13,37,8,4,3,1
180,0,10,2,1,2,4,1,5,59,8,13,4,5,1
47,1,2,0,0,0,1,0,1,7,8,3,1,1,0
35,1,2,0,0,1,0,0,2,11,10,1,1,2,0
160,0,8,1,0,2,2,1,6,32,19,7,5,7,1
51,1,2,1,0,0,1,0,1,9,5,1,0,1,0
55,1,1,0,0,1,0,0,2,5,7,2,0,1,0
25,1,3,0,0,3,0,0,2,20,6,0,0,2,0
147,1,6,8,2,6,5,0,3,36,5,15,2,2,1
148,1,5,4,1,8,8,1,5,56,17,12,5,8,1
56,1,1,0,0,3,1,0,1,16,5,2,1,1,0
49,1,3,0,0,0,1,0,2,9,0,3,1,1,0
117,0,10,1,0,15,2,1,3,11,10,10,2,2,1
28,1,2,0,0,0,1,0,1,20,9,3,1,0,0
118,1,6,7,0,9,5,1,4,65,7,6,2,1,1
83,0,6,8,1,15,6,0,6,69,17,12,4,4,1
59,1,3,1,0,1,1,0,1,5,8,1,0,0,0
86,1,8,2,2,8,7,0,4,14,35,8,4,4,1
30,1,3,0,0,1,1,0,2,13,10,0,0,2,0
100,0,8,5,2,5,5,1,2,27,33,13,1,5,1
18,1,2,0,0,2,0,0,1,5,8,1,1,2,0
43,1,3,0,0,1,1,0,2,13,1,0,1,2,0
69,1,10,4,2,14,4,0,4,65,32,7,1,8,1
40,1,2,1,0,3,1,0,1,14,9,2,1,2,0
23,1,1,0,0,2,0,0,2,4,0,1,0,2,0
57,1,5,8,2,3,2,0,2,45,29,8,5,8,1
128,0,9,1,2,9,5,1,4,66,32,14,2,5,1
164,1,6,2,1,14,6,0,3,80,47,7,6,7,1
51,0,5,8,2,12,5,1,5,30,16,13,1,6,1
173,0,10,5,0,14,4,1,6,50,55,6,3,4,1
51,1,10,1,1,3,5,0,4,72,53,15,5,2,1
74,1,8,8,1,8,5,0,4,41,30,6,1,7,1
155,1,5,6,0,3,5,1,6,38,54,15,3,5,1
26,1,3,0,0,2,1,0,2,17,2,1,1,2,0
50,1,3,1,0,0,0,0,1,2,10,2,0,2,0
55,1,2,0,0,3,0,0,1,8,7,1,1,1,0
119,1,8,3,1,14,2,0,3,70,38,8,6,3,1
59,1,3,1,0,0,0,0,2,20,9,2,1,0,0
54,1,2,0,0,2,1,0,1,11,5,2,0,0,0
21,1,2,0,0,2,0,0,1,3,5,0,1,1,0
30,1,3,0,0,0,0,0,1,15,5,1,1,0,0
77,1,8,4,0,4,7,0,6,72,20,6,4,7,1
43,1,1,0,0,2,1,0,2,12,1,0,1,2,0
59,0,8,3,2,2,4,1,6,65,52,6,1,7,1
78,0,7,1,0,12,2,1,6,43,9,7,2,1,1
47,1,3,1,0,3,1,0,1,14,2,1,0,2,0
24,1,3,0,0,0,1,0,2,1,2,2,0,0,0
127,1,6,5,1,2,8,1,3,50,8,7,6,6,1
31,1,2,1,0,0,0,0,2,19,1,2,1,2,0
99,1,8,6,0,9,3,1,5,33,54,8,1,2,1
44,1,3,0,0,3,1,0,2,10,0,0,1,0,0
21,1,2,0,0,2,0,0,1,19,0,2,0,2,0
128,0,9,5,0,4,5,1,3,74,29,3,5,5,1
21,1,3,0,0,0,0,0,2,11,4,3,0,2,0
27,1,2,1,0,2,0,0,1,10,10,1,1,1,0
97,0,7,7,1,11,8,1,6,64,14,14,2,5,1
53,0,9,8,2,7,5,0,4,60,34,11,4,6,1
64,0,7,7,0,2,5,0,2,23,24,14,2,4,1
154,0,6,2,0,12,2,1,6,39,44,7,3,6,1
122,0,4,7,2,7,8,1,6,63,48,13,5,6,1
51,1,1,0,0,3,1,0,2,7,2,1,0,0,0
48,1,1,0,0,2,0,0,1,10,2,2,0,0,0
39,1,3,1,0,2,0,0,2,20,10,2,1,0,0
124,1,9,3,1,8,7,0,5,14,33,6,4,7,1
59,0,5,4,1,11,7,1,2,53,45,5,1,7,1
58,1,2,1,0,0,1,0,1,20,2,0,0,0,0
106,0,6,6,0,14,8,0,3,66,50,5,2,4,1
174,0,4,4,2,10,3,0,3,23,39,15,1,8,1
35,1,1,0,0,3,1,0,2,18,3,2,0,2,0
71,0,9,6,2,9,2,1,4,49,53,6,1,3,1
28,1,1,0,0,1,0,0,1,2,5,2,0,1,0
148,1,4,7,2,7,6,1,3,43,16,11,4,8,1
70,0,5,2,0,2,3,1,2,14,54,14,5,4,1
19,1,3,0,0,3,0,0,2,3,3,0,1,0,0
39,1,2,0,0,0,1,0,1,9,7,3,1,0,0
15,1,1,0,0,2,1,0,2,17,6,0,1,2,0
27,1,3,0,0,0,0,0,1,17,1,2,0,0,0
93,0,3,1,2,11,4,0,6,51,9,15,5,6,1
29,1,3,0,0,0,1,0,2,12,1,2,0,2,0
19,1,2,0,0,0,0,0,1,11,9,0,0,0,0
50,1,2,0,0,0,1,0,1,19,6,1,0,1,0
142,0,10,5,1,12,6,0,6,80,41,10,3,5,1
28,1,1,1,0,2,0,0,2,2,3,1,0,1,0
25,1,2,0,0,1,0,0,2,15,1,3,0,1,0
66,0,8,5,2,12,7,0,3,76,35,5,2,7,1
161,0,8,5,1,10,4,0,5,15,37,6,6,4,1
129,1,3,5,2,8,2,0,4,14,38,5,6,1,1
41,1,2,1,0,2,0,0,2,9,4,1,1,2,0
27,1,3,1,0,1,0,0,2,11,2,2,0,0,0
21,1,3,0,0,2,1,0,2,11,6,2,0,2,0
139,1,4,8,1,15,6,1,2,38,56,8,2,3,1
104,0,10,2,2,5,8,1,2,16,50,15,6,5,1
57,1,3,0,0,0,1,0,1,11,5,2,1,0,0
156,1,5,8,2,12,5,1,2,16,58,5,4,3,1
159,0,6,6,1,11,6,1,6,72,53,4,6,4,1
52,0,5,7,0,8,2,1,6,29,27,5,2,2,1
49,1,1,0,0,2,0,0,2,19,7,2,1,1,0
42,1,3,0,0,0,1,0,1,18,10,1,1,0,0
36,1,3,0,0,0,1,0,1,13,7,1,1,2,0
93,0,10,3,1,3,3,0,2,28,23,13,1,2,1
54,0,3,7,2,11,3,0,2,29,24,14,6,7,1
33,1,3,1,0,1,1,0,1,19,7,1,1,2,0
63,1,6,7,1,10,3,1,4,76,56,7,4,1,1
40,1,3,1,0,3,0,0,1,1,4,0,1,1,0
58,1,1,0,0,2,1,0,2,8,4,3,1,2,0
26,1,1,0,0,3,1,0,1,9,10,0,1,2,0
58,1,1,0,0,2,1,0,1,10,10,1,0,2,0
39,1,2,1,0,3,0,0,1,6,7,0,0,2,0
174,0,6,6,0,13,6,1,3,58,39,9,2,5,1
44,1,2,1,0,3,1,0,1,2,0,0,1,0,0
46,1,2,1,0,1,1,0,2,9,9,0,0,1,0
44,1,3,1,0,3,1,0,1,16,6,3,0,2,0
178,0,8,3,1,2,5,1,4,64,29,7,2,8,1
119,0,4,3,2,5,4,1,2,26,14,10,5,8,1
92,1,9,5,1,12,7,1,6,31,38,12,3,2,1
144,1,6,6,0,13,5,0,5,49,35,12,6,1,1
46,1,1,0,0,2,0,0,1,6,4,1,1,2,0
59,1,1,1,0,0,0,0,1,14,10,1,1,1,0
86,1,6,6,0,14,3,1,5,17,57,12,5,3,1
18,1,1,0,0,3,0,0,2,10,4,2,0,1,0
94,0,9,1,2,13,4,0,2,57,55,12,1,8,1
164,0,5,8,0,4,6,0,2,42,8,9,1,7,1
33,1,2,1,0,2,1,0,1,9,0,3,0,2,0
83,0,7,3,2,6,4,0,6,70,47,5,2,8,1
165,1,6,6,0,8,7,0,5,64,13,13,2,2,1
116,1,3,5,1,10,4,1,4,49,44,3,2,8,1
119,1,5,4,2,8,7,0,3,62,25,12,6,7,1
99,1,8,4,0,14,2,0,6,16,31,14,6,2,1
136,1,6,3,0,3,5,0,3,56,8,6,6,8,1
180,1,8,4,2,4,4,0,2,27,54,4,5,2,1
53,1,1,0,0,3,1,0,2,13,5,2,0,0,0
80,1,4,2,1,5,6,1,6,33,23,11,6,3,1
159,0,7,6,1,15,4,1,6,22,34,3,2,3,1
48,1,3,0,0,2,0,0,2,2,9,3,1,1,0
28,1,2,1,0,1,1,0,1,15,10,1,0,1,0
25,1,1,1,0,2,0,0,1,11,8,1,1,0,0
18,1,3,0,0,3,1,0,2,2,9,0,0,0,0
166,0,5,3,0,7,2,1,4,53,17,9,5,8,1
22,1,1,0,0,2,1,0,1,5,2,1,1,2,0
72,1,6,6,1,10,8,1,4,31,22,6,6,3,1
51,1,1,0,0,1,1,0,1,15,9,0,0,2,0
54,1,3,0,0,2,1,0,1,17,7,1,0,2,0
45,1,1,0,0,3,0,0,2,19,9,0,1,1,0
40,1,3,0,0,0,1,0,1,14,10,1,0,2,0
65,1,7,3,0,3,8,1,4,31,58,7,4,5,1
164,0,3,5,2,10,7,0,6,28,60,9,6,4,1
90,1,9,1,0,5,2,1,2,34,42,4,1,5,1
100,0,7,7,2,2,2,0,5,76,36,4,3,5,1
141,1,7,1,0,2,2,0,5,77,24,13,1,6,1
74,0,10,1,2,13,4,1,6,24,39,7,3,5,1
21,1,2,1,0,3,1,0,1,18,5,3,1,0,0
124,0,4,2,2,14,8,1,4,64,11,12,5,2,1
32,1,1,0,0,3,1,0,2,0,5,3,1,0,0
20,1,2,1,0,3,0,0,1,0,6,1,1,1,0
44,1,2,0,0,2,1,0,2,8,5,1,1,1,0
31,1,3,1,0,1,1,0,2,2,6,1,1,0,0
121,1,6,6,1,9,4,0,2,32,32,4,4,6,1
53,1,1,0,0,3,1,0,2,4,7,1,0,0,0
50,1,4,2,1,4,4,0,5,32,5,11,4,7,1
80,0,4,1,1,13,5,0,4,27,47,13,2,3,1
177,0,7,4,2,9,3,1,3,11,9,3,4,8,1
114,1,5,1,1,10,7,1,3,62,47,11,5,3,1
157,1,7,3,2,11,2,0,2,15,25,13,4,6,1
178,0,10,1,1,15,6,0,2,24,33,9,5,7,1
170,1,10,5,1,14,6,0,4,43,27,12,1,7,1
17,1,3,1,0,1,1,0,2,13,3,3,0,2,0
179,1,10,2,1,14,7,0,2,37,29,15,2,7,1
68,1,10,3,2,6,5,0,3,38,16,4,5,4,1
59,1,1,0,0,3,1,0,2,18,1,1,0,1,0
47,1,3,1,0,1,1,0,1,18,0,3,0,0,0
57,1,2,1,0,0,0,0,2,14,9,0,0,0,0
26,1,1,1,0,3,1,0,2,11,0,2,0,0,0
21,1,2,1,0,1,1,0,2,1,8,0,1,0,0
83,0,9,3,2,6,3,1,4,11,5,11,3,5,1
143,0,8,7,0,10,4,0,5,78,24,12,3,2,1
180,1,6,3,2,12,7,0,3,43,32,11,6,7,1
50,1,2,0,0,3,0,0,1,8,7,1,1,2,0
57,1,1,1,0,1,0,0,2,19,4,0,1,2,0
152,1,7,6,0,5,4,1,3,66,34,15,4,8,1
20,1,2,1,0,3,0,0,2,6,4,1,0,1,0
34,1,3,1,0,3,1,0,1,5,7,0,0,0,0
50,1,6,8,2,7,7,1,2,18,45,14,1,7,1
111,1,9,4,2,14,8,1,5,51,47,10,4,6,1
167,1,6,5,0,8,4,0,5,38,36,13,4,6,1
20,1,1,0,0,2,1,0,2,16,8,1,0,0,0
147,1,9,2,1,14,6,1,2,45,9,7,4,4,1
57,0,7,1,0,15,3,0,4,21,20,4,2,2,1
173,0,3,3,2,12,2,1,6,65,5,12,6,4,1
89,0,4,3,2,11,8,1,6,69,41,11,4,2,1
141,0,5,4,0,2,5,0,3,43,23,3,5,8,1
61,1,3,8,1,11,6,1,4,68,57,10,4,3,1
138,0,5,3,0,7,3,1,4,68,50,8,5,4,1
95,0,5,6,1,6,4,1,4,66,23,7,4,5,1
29,1,2,1,0,3,1,0,2,12,3,1,1,0,0
29,1,1,0,0,0,0,0,1,15,5,2,0,1,0
62,0,3,5,0,12,6,1,4,56,33,11,6,3,1
16,1,2,0,0,2,0,0,1,15,3,1,0,2,0
30,1,3,0,0,3,0,0,2,3,7,1,1,2,0
94,0,8,8,2,11,5,1,5,64,51,13,5,8,1
36,1,3,0,0,2,0,0,1,16,5,1,0,1,0
38,1,1,1,0,1,0,0,1,6,8,3,1,1,0
21,1,2,1,0,0,0,0,1,15,10,2,0,1,0
55,1,10,2,1,10,6,0,5,14,20,4,6,4,1
60,1,2,1,0,2,0,0,1,3,1,0,0,2,0
81,0,4,2,2,8,7,1,5,42,49,10,1,7,1
45,1,3,0,0,1,1,0,2,18,9,3,1,0,0
25,1,2,1,0,2,0,0,1,6,10,2,1,0,0
172,0,9,6,0,13,5,0,6,80,50,4,3,5,1
87,0,4,5,1,12,8,1,3,68,54,10,4,6,1
22,1,3,1,0,3,1,0,1,8,8,0,0,2,0
51,1,8,7,0,4,2,1,4,68,29,11,3,8,1
142,1,8,2,2,10,6,0,6,33,58,12,1,4,1
80,1,3,2,0,9,5,0,3,21,20,10,2,2,1
149,0,9,6,0,10,7,0,5,37,49,13,2,8,1
102,0,9,7,2,9,6,1,2,11,15,10,1,5,1
32,1,1,1,0,2,0,0,1,9,6,0,1,2,0
93,1,8,4,0,3,7,0,5,62,58,5,1,8,1
53,1,1,1,0,0,1,0,2,9,9,3,1,2,0
113,1,8,2,1,5,4,0,6,19,7,15,1,2,1
74,0,3,1,2,2,6,1,3,22,40,14,3,4,1
96,0,9,3,1,4,5,1,4,75,19,3,5,6,1
70,1,5,1,0,14,6,0,4,61,11,4,4,2,1
27,1,2,1,0,0,1,0,1,11,3,2,0,2,0
134,1,10,7,2,3,4,1,6,48,19,15,1,6,1
133,0,9,7,0,13,5,1,5,53,24,5,2,7,1
48,1,1,1,0,0,0,0,1,12,2,2,1,2,0
156,0,5,4,2,3,4,0,6,75,17,7,5,3,1
25,1,1,1,0,2,1,0,1,3,0,0,1,0,0
175,1,4,2,2,12,5,0,5,36,35,7,6,6,1
24,1,3,0,0,1,1,0,1,8,3,3,0,1,0
117,1,3,8,1,12,7,1,3,72,18,12,4,8,1
172,1,6,1,1,13,5,0,6,11,54,12,2,3,1
179,1,9,3,1,15,8,1,5,29,51,4,2,8,1
33,1,3,1,0,0,0,0,1,3,9,2,0,2,0
60,1,1,0,0,0,1,0,2,4,3,0,0,0,0
58,1,3,0,0,0,0,0,2,5,3,2,0,1,0
81,0,3,5,1,6,6,1,6,24,19,4,6,1,1
65,0,8,6,1,2,4,1,5,58,17,7,6,1,1
54,1,3,0,0,1,0,0,2,0,3,3,1,1,0
112,1,8,6,0,15,4,0,3,69,32,4,1,8,1
52,1,1,0,0,2,0,0,1,15,7,3,0,0,0
173,1,7,7,1,2,7,1,5,66,10,13,1,3,1
28,1,1,0,0,3,1,0,2,14,1,3,1,1,0
23,1,1,0,0,1,0,0,2,18,2,1,0,1,0
50,1,2,0,0,1,1,0,2,15,1,2,1,2,0
65,1,3,3,2,12,4,0,6,78,7,6,3,7,1
60,1,2,1,0,0,1,0,1,14,10,0,1,2,0
85,1,4,5,1,7,3,0,4,49,52,8,3,8,1
18,1,2,1,0,3,0,0,1,12,6,2,1,0,0
49,1,2,1,0,0,0,0,2,20,1,1,1,1,0
41,1,2,1,0,2,0,0,1,10,10,3,0,1,0
127,1,10,3,2,7,4,0,3,33,10,4,1,2,1
159,0,9,7,1,8,7,1,3,39,48,14,6,7,1
38,1,3,1,0,0,0,0,2,10,9,2,0,0,0
69,0,9,6,1,15,8,1,2,28,45,15,5,8,1
21,1,3,1,0,3,1,0,1,2,10,3,1,2,0
83,1,8,1,2,5,8,0,6,24,7,12,1,5,1
40,1,1,0,0,2,0,0,2,4,1,0,1,2,0
97,1,7,1,2,7,6,0,2,38,29,10,3,4,1
118,1,9,6,0,13,3,1,2,36,51,9,6,4,1
27,1,1,1,0,1,0,0,1,4,1,3,1,2,0
101,1,5,7,1,3,7,0,4,36,17,14,1,2,1
68,1,4,2,0,8,7,1,2,58,14,7,6,8,1
31,1,3,0,0,1,1,0,1,14,9,3,0,0,0
98,0,3,6,0,10,2,1,2,41,8,13,5,7,1
123,0,8,5,1,15,6,0,6,66,30,9,6,1,1
132,0,7,7,1,13,4,0,4,74,28,13,2,8,1
150,0,6,3,0,12,6,0,6,73,25,9,3,2,1
58,1,2,1,0,3,0,0,1,15,9,2,0,2,0
98,1,6,8,2,11,3,1,5,53,42,10,4,5,1
40,1,2,0,0,2,0,0,1,6,9,1,1,2,0
30,1,2,0,0,3,1,0,2,14,5,1,0,2,0
19,1,3,1,0,3,1,0,1,8,4,1,0,2,0
38,1,3,0,0,1,1,0,2,10,3,1,0,1,0
43,1,2,0,0,1,0,0,1,14,0,3,0,0,0
177,1,6,6,0,8,3,1,6,13,19,8,1,2,1
18,1,3,1,0,3,1,0,1,7,8,3,0,2,0
57,0,5,3,2,2,3,0,4,41,45,11,4,8,1
152,1,3,8,1,9,3,0,5,48,5,12,4,6,1
17,1,3,0,0,3,1,0,2,2,1,0,1,0,0
52,0,3,8,1,11,4,1,2,36,25,15,3,2,1
34,1,1,1,0,2,1,0,1,11,6,1,0,2,0
165,1,7,4,0,8,3,0,5,51,49,8,6,2,1
63,0,8,2,1,8,5,0,2,26,20,14,3,5,1
19,1,2,1,0,1,1,0,2,10,6,3,0,2,0
47,1,1,1,0,2,0,0,1,18,3,1,0,0,0
83,1,5,8,2,13,4,1,3,41,48,11,6,6,1
136,1,9,3,2,12,6,0,3,14,58,13,5,5,1
20,1,1,1,0,1,0,0,1,10,1,2,0,2,0
17,1,3,0,0,1,1,0,1,20,5,3,1,0,0
26,1,1,0,0,0,0,0,2,20,1,1,1,0,0
40,1,1,1,0,1,0,0,1,10,5,0,1,1,0
41,1,3,0,0,3,1,0,1,9,10,0,0,2,0
33,1,3,1,0,1,1,0,2,8,3,0,0,2,0
26,1,3,1,0,0,0,0,1,9,9,3,1,0,0
98,0,8,1,1,9,4,0,6,21,36,13,3,8,1
60,1,2,0,0,1,1,0,1,19,1,1,1,2,0
171,0,8,4,1,2,5,1,2,43,29,8,6,3,1
152,1,6,8,1,10,8,1,6,62,42,13,3,5,1
78,0,10,4,2,11,8,0,5,24,25,5,1,5,1
123,1,5,1,2,4,5,1,4,27,21,12,4,5,1
33,1,1,0,0,0,0,0,2,11,1,3,1,2,0
20,1,1,1,0,1,1,0,2,13,2,1,1,2,0
140,1,6,8,0,2,4,0,6,59,60,6,2,3,1
40,1,2,0,0,0,0,0,1,6,3,3,0,2,0
160,1,5,5,1,2,7,0,3,57,23,13,4,1,1
28,1,2,0,0,0,0,0,1,19,8,3,0,2,0
50,1,2,1,0,0,0,0,2,11,4,0,0,2,0
124,0,8,2,0,13,4,0,2,52,26,11,6,1,1
153,1,9,6,1,9,7,0,4,47,25,11,3,2,1
59,1,2,0,0,0,0,0,1,10,3,2,0,2,0
80,0,10,3,2,9,4,0,5,76,17,6,6,7,1
150,1,4,8,0,7,4,0,3,25,26,8,5,3,1
30,1,3,0,0,0,0,0,2,20,7,0,1,1,0
162,1,3,6,0,14,4,0,6,60,26,14,3,2,1
43,1,3,1,0,3,1,0,1,20,10,1,1,2,0
41,1,2,1,0,1,1,0,1,16,8,0,1,0,0
54,1,3,1,0,0,1,0,2,19,2,0,1,0,0
143,1,5,8,1,10,7,1,3,63,19,7,2,2,1
73,1,4,1,1,8,5,1,5,39,20,10,4,3,1
122,0,10,8,2,11,2,1,4,75,9,7,4,7,1
86,1,5,5,0,8,3,1,2,29,30,4,6,2,1
53,1,2,0,0,2,1,0,2,19,9,2,1,2,0
36,1,2,1,0,0,0,0,1,7,5,3,0,2,0
29,1,3,0,0,1,0,0,1,5,6,2,0,2,0
125,0,5,2,1,7,6,0,3,55,16,3,4,6,1
37,1,2,1,0,0,1,0,2,4,4,2,0,0,0
40,1,2,0,0,3,1,0,1,13,5,0,1,0,0
68,1,9,2,2,12,5,0,6,36,36,5,2,7,1
154,1,3,6,0,14,8,1,2,61,18,14,2,8,1
55,1,2,1,0,1,0,0,1,7,4,0,1,2,0
42,1,1,1,0,3,0,0,2,13,6,2,1,0,0
43,1,2,0,0,0,0,0,1,5,2,1,0,2,0
49,1,3,1,0,1,1,0,1,11,7,1,0,2,0
40,1,3,1,0,1,1,0,1,11,10,0,0,1,0
52,1,7,5,0,7,4,0,3,60,22,5,1,3,1
58,1,1,0,0,2,0,0,2,2,10,3,0,2,0
51,1,3,0,0,2,0,0,2,15,8,3,0,0,0
110,1,9,1,0,14,8,1,6,35,24,14,4,4,1
33,1,1,1,0,3,0,0,2,7,9,0,1,1,0
51,1,2,0,0,1,0,0,2,2,8,0,0,0,0
59,1,1,0,0,2,1,0,2,11,4,3,0,1,0
36,1,2,1,0,3,1,0,2,4,5,1,0,2,0
18,1,3,1,0,1,0,0,2,11,3,1,0,1,0
98,1,3,2,2,14,6,1,4,21,18,13,5,6,1
76,0,4,1,2,5,5,0,4,15,8,13,2,3,1
49,1,2,0,0,3,0,0,1,9,6,2,0,2,0
81,0,10,5,2,4,8,1,6,14,51,5,6,4,1
173,0,4,4,2,2,2,0,4,30,8,12,4,8,1
21,1,2,0,0,0,0,0,2,2,0,1,0,0,0
53,1,6,6,0,15,3,0,5,23,45,6,2,8,1
116,0,7,2,1,14,3,0,5,19,22,9,3,2,1
52,1,3,1,0,3,0,0,2,12,2,2,0,0,0
78,0,10,2,1,7,8,0,2,32,32,6,6,6,1
60,1,3,1,0,2,0,0,1,2,1,3,1,1,0
47,1,1,0,0,0,1,0,1,2,5,1,1,0,0
59,1,3,0,0,2,0,0,1,2,10,3,0,1,0
42,1,3,1,0,2,1,0,2,12,7,1,0,0,0
144,1,8,4,2,12,5,0,4,18,32,14,2,2,1
113,1,6,8,2,7,6,1,3,48,47,15,2,3,1
33,1,2,1,0,0,0,0,2,5,10,3,0,0,0
73,1,10,1,0,10,3,1,5,52,28,12,2,8,1
59,1,1,0,0,0,1,0,1,12,6,3,1,1,0
19,1,2,0,0,0,0,0,2,6,3,2,0,0,0
142,0,10,4,1,4,4,0,5,28,9,12,5,4,1
175,0,5,5,2,8,2,0,4,58,33,7,6,4,1
44,1,3,1,0,0,1,0,2,17,2,2,0,1,0
39,1,3,1,0,3,1,0,2,2,0,2,0,1,0
138,0,3,7,0,12,3,1,4,15,25,15,4,3,1
92,1,8,4,0,4,8,1,3,18,33,8,6,2,1
97,1,9,6,2,6,5,0,5,25,35,9,5,3,1
98,1,3,3,2,9,8,1,6,73,17,7,6,4,1
38,1,3,0,0,0,0,0,2,9,6,1,1,1,0
51,1,5,6,0,7,4,0,4,30,15,9,3,1,1
46,1,1,1,0,1,0,0,1,6,0,0,1,2,0
152,1,8,8,0,11,5,0,3,10,13,14,2,6,1
28,1,2,0,0,1,0,0,2,1,9,0,0,1,0
66,0,8,3,2,15,8,0,2,45,37,9,4,4,1
172,1,5,4,2,4,5,1,3,71,45,11,1,5,1
46,1,1,0,0,3,1,0,1,7,0,2,1,0,0
38,1,1,0,0,3,1,0,2,18,10,2,1,2,0
37,1,3,1,0,3,1,0,1,0,2,0,1,2,0
167,1,5,6,2,13,7,1,3,24,17,9,3,8,1
179,0,5,6,2,8,6,1,6,43,41,9,5,2,1
175,1,7,1,2,9,4,0,3,51,20,3,6,7,1
24,1,1,1,0,0,0,0,2,8,5,3,0,1,0
21,1,2,0,0,3,0,0,1,19,4,3,1,2,0
26,1,2,0,0,1,0,0,1,13,10,0,1,0,0
116,1,5,1,1,2,5,0,2,26,38,7,3,8,1
20,1,2,1,0,2,0,0,2,0,3,3,0,2,0
172,0,6,5,0,4,8,1,2,50,47,8,2,7,1
123,1,9,3,1,11,2,0,3,56,50,10,3,5,1
40,1,2,1,0,1,1,0,1,14,9,0,1,0,0
180,1,3,2,0,12,4,1,6,16,60,6,4,6,1
15,1,3,1,0,1,1,0,2,4,1,2,0,2,0
25,1,1,0,0,1,1,0,1,2,9,2,1,0,0
56,1,1,0,0,3,0,0,2,4,1,1,0,0,0
19,1,2,0,0,3,1,0,2,2,1,2,1,0,0
27,1,3,1,0,2,0,0,2,6,5,1,1,1,0
18,1,3,1,0,2,0,0,1,15,6,3,1,1,0
35,1,3,0,0,0,0,0,1,0,0,1,0,1,0
102,1,10,7,1,15,6,0,4,22,10,3,2,7,1
138,0,8,4,0,4,4,0,5,51,60,9,6,1,1
172,0,6,2,1,7,3,1,3,58,30,3,3,1,1
50,1,3,0,0,1,0,0,1,15,6,3,0,0,0
139,1,7,5,1,5,6,1,5,10,48,6,5,4,1
90,0,6,5,2,5,2,1,2,44,38,8,6,2,1
94,0,6,7,2,5,4,0,2,38,25,10,4,1,1
55,1,2,1,0,3,0,0,2,4,7,3,0,1,0
108,0,9,7,1,9,7,0,2,72,57,5,6,6,1
